FACILITY CODE,STOCK CODE,ISIN CODE,STOCK NAME,ISSUER NAME,PRINCIPLE,BOND TYPE,BOND CLASS,RATING,RATING AGENCY,ISSUE DATE,MATURITY DATE,EXPECTED MATURITY DATE,DAY COUNT BASIS,COUPON FREQUENCY,FIRST PAYMENT DATE,PREVIOUS PAYMENT DATE,PREVIOUS COUPON RATE,NEXT PAYMENT DATE,NEXT COUPON RATE,FACILITY AMOUNT/FACILITY LIMIT(MYR MIL),FACILITY OUTSTANDING AMOUNT(MYR MIL),BOND ISSUE AMOUNT(MYR MIL),BOND CURRENT OUTSTANDING AMOUNT(MYR MIL),REMAINING TENURE,ISSUER FACILITY LIMIT(MYR MIL),ISSUER OUTSTANDING AMOUNT(MYR MIL),ISLAMIC CONCEPT,SECTOR,RATING EFFECTIVE DATE,CALLABLE/PUTTABLE,CONVERTIBLE/EXCHANGABLE,RATING ACTION
199600011,MI180002,MYBMI1800024,MGS 2/2018 3.757% 20.04.2023,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,20-APR-2018,20-APR-2023,,ACTACT,2,20-OCT-2018,20-APR-2020,3.757,20-OCT-2020,3.757,10000000,430633,8900,8900,3Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,ML160001,MYBML1600014,MGS 1/2016 3.800% 17.08.2023,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,17-FEB-2016,17-AUG-2023,,ACTACT,2,17-AUG-2016,17-FEB-2020,3.8,17-AUG-2020,3.8,10000000,430633,10000,10000,3Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MI190003,MYBMI1900030,MGS 3/2019 3.478% 14.06.2024,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,14-JUN-2019,14-JUN-2024,,ACTACT,2,14-DEC-2019,15-JUN-2020,3.478,14-DEC-2020,3.478,10000000,430633,7500,7500,5Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MO140001,MYBMO1400013,MGS 1/2014 4.181% 15.07.2024,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,10-JAN-2014,15-JUL-2024,,ACTACT,2,15-JUL-2014,15-JUL-2020,4.181,15-JAN-2021,4.181,10000000,430633,11020,11020,5Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,ML170002,MYBML1700020,MGS 2/2017 4.059% 30.09.2024,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,31-MAR-2017,30-SEP-2024,,ACTACT,2,30-SEP-2017,31-MAR-2020,4.059,30-SEP-2020,4.059,10000000,430633,11000,11000,5Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MK180001,MYBMK1800012,MGS 1/2018 3.882% 14.03.2025,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,14-MAR-2018,14-MAR-2025,,ACTACT,2,14-SEP-2018,16-MAR-2020,3.882,14-SEP-2020,3.882,10000000,430633,7000,7000,5Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MY050003,MYBMY0500036,MGS 3/2005 4.837% 15.07.2025,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-JUL-2005,15-JUL-2025,,ACTACT,2,15-JAN-2006,15-JUL-2020,4.837,15-JAN-2021,4.837,10000000,430633,3000,3000,5Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MO150001,MYBMO1500010,MGS 1/2015 3.955% 15.09.2025,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,13-MAR-2015,15-SEP-2025,,ACTACT,2,15-SEP-2015,16-MAR-2020,3.955,15-SEP-2020,3.955,10000000,430633,17672,17672,7Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MS110003,MYBMS1100036,MGS 3/2011 4.392% 15.04.2026,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-APR-2011,15-APR-2026,,ACTACT,2,15-OCT-2011,15-APR-2020,4.392,15-OCT-2020,4.392,10000000,430633,11274,11274,7Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,ML190001,MYBML1900018,MGS 1/2019 3.906% 15.07.2026,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-JAN-2019,15-JUL-2026,,ACTACT,2,15-JUL-2019,15-JUL-2020,3.906,15-JAN-2021,3.906,10000000,430633,10500,10500,7Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MX060002,MYBMX0600028,MGS 2/2006 4.709% 15.09.2026,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-SEP-2006,15-SEP-2026,,ACTACT,2,15-MAR-2007,16-MAR-2020,4.709,15-SEP-2020,4.709,10000000,430633,3110,3110,7Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MO160003,MYBMO1600034,MGS 3/2016 3.900% 30.11.2026,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,24-MAY-2016,30-NOV-2026,,ACTACT,2,30-NOV-2016,01-JUN-2020,3.9,30-NOV-2020,3.9,10000000,430633,9500,9500,7Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MS120002,MYBMS1200026,MGS 2/2012 3.892% 15.03.2027,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-MAR-2012,15-MAR-2027,,ACTACT,2,15-SEP-2012,16-MAR-2020,3.892,15-SEP-2020,3.892,10000000,430633,5500,5500,7Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MX070003,MYBMX0700034,MGS 3/2007 3.502% 31.05.2027,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,31-MAY-2007,31-MAY-2027,,ACTACT,2,30-NOV-2007,01-JUN-2020,3.502,30-NOV-2020,3.502,10000000,430633,13500,13500,7Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MO170004,MYBMO1700040,MGS 4/2017 3.899% 16.11.2027,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,16-MAY-2017,16-NOV-2027,,ACTACT,2,16-NOV-2017,18-MAY-2020,3.899,16-NOV-2020,3.899,10000000,430633,14500,14500,10Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MS130005,MYBMS1300057,MGS 5/2013 3.733% 15.06.2028,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,14-JUN-2013,15-JUN-2028,,ACTACT,2,15-DEC-2013,15-JUN-2020,3.733,15-DEC-2020,3.733,10000000,430633,11500,11500,10Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MX080003,MYBMX0800032,MGS 3/2008 5.248% 15.09.2028,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-SEP-2008,15-SEP-2028,,ACTACT,2,15-MAR-2009,16-MAR-2020,5.248,15-SEP-2020,5.248,10000000,430633,5040,5040,10Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MO190002,MYBMO1900020,MGS 2/2019 3.885% 15.08.2029,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-FEB-2019,15-AUG-2029,,ACTACT,2,15-AUG-2019,17-FEB-2020,3.885,17-AUG-2020,3.885,10000000,430633,20500,20500,10Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MX100003,MYBMX1000038,MGS 3/2010 4.498% 15.04.2030,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-APR-2010,15-APR-2030,,ACTACT,2,15-OCT-2010,15-APR-2020,4.498,15-OCT-2020,4.498,10000000,430633,12770,12770,10Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MX110004,MYBMX1100044,MGS 4/2011 4.232% 30.06.2031,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,30-JUN-2011,30-JUN-2031,,ACTACT,2,31-DEC-2011,30-JUN-2020,4.232,31-DEC-2020,4.232,10000000,430633,12750,12750,15Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MX120004,MYBMX1200042,MGS 4/2012 4.127% 15.04.2032,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,13-APR-2012,15-APR-2032,,ACTACT,2,15-OCT-2012,15-APR-2020,4.127,15-OCT-2020,4.127,10000000,430633,5500,5500,15Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MX130004,MYBMX1300040,MGS 4/2013 3.844% 15.04.2033,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-APR-2013,15-APR-2033,,ACTACT,2,15-OCT-2013,15-APR-2020,3.844,15-OCT-2020,3.844,10000000,430633,14000,14000,15Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MT180003,MYBMT1800039,MGS 3/2018 4.642% 07.11.2033,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,07-MAY-2018,07-NOV-2033,,ACTACT,2,07-NOV-2018,08-MAY-2020,4.642,09-NOV-2020,4.642,10000000,430633,9500,9500,15Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MS190004,MYBMS1900047,MGS 4/2019 3.828% 05.07.2034,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,05-JUL-2019,05-JUL-2034,,ACTACT,2,05-JAN-2020,06-JUL-2020,3.828,05-JAN-2021,3.828,10000000,430633,15500,15500,15Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MY150004,MYBMY1500043,MGS 4/2015 4.254% 31.05.2035,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,22-MAY-2015,31-MAY-2035,,ACTACT,2,30-NOV-2015,01-JUN-2020,4.254,30-NOV-2020,4.254,10000000,430633,7161,7161,15Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MX170003,MYBMX1700033,MGS 3/2017 4.762% 07.04.2037,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,07-APR-2017,07-APR-2037,,ACTACT,2,07-OCT-2017,07-APR-2020,4.762,07-OCT-2020,4.762,10000000,430633,12500,12500,20Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MX180004,MYBMX1800049,MGS 4/2018 4.893% 08.06.2038,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,08-JUN-2018,08-JUN-2038,,ACTACT,2,08-DEC-2018,09-JUN-2020,4.893,08-DEC-2020,4.893,10000000,430633,9500,9500,20Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MY190005,MYBMY1900052,MGS 5/2019 3.757% 22.05.2040,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,22-NOV-2019,22-MAY-2040,,ACTACT,2,22-MAY-2020,22-MAY-2020,3.757,23-NOV-2020,3.757,10000000,430633,7700,7700,20Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MZ130007,MYBMZ1300078,MGS 7/2013 4.935% 30.09.2043,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,30-SEP-2013,30-SEP-2043,,ACTACT,2,31-MAR-2014,31-MAR-2020,4.935,30-SEP-2020,4.935,10000000,430633,6500,6500,25Y,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MZ160002,MYBMZ1600022,MGS 2/2016 4.736% 15.03.2046,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,11-MAR-2016,15-MAR-2046,,ACTACT,2,15-SEP-2016,16-MAR-2020,4.736,15-SEP-2020,4.736,10000000,430633,10500,10500,25Y+,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MZ180005,MYBMZ1800051,MGS 5/2018 4.921% 06.07.2048,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,06-JUL-2018,06-JUL-2048,,ACTACT,2,06-JAN-2019,06-JUL-2020,4.921,06-JAN-2021,4.921,10000000,430633,9500,9500,25Y+,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
199600011,MZ200001,MYBMZ2000016,MGS 1/2020 4.065% 15.06.2050,Government of Malaysia,CONVENTIONAL,Fixed Rate Bond,Govt,NR(LT),,15-JUN-2020,15-JUN-2050,,ACTACT,2,15-DEC-2020,,,15-DEC-2020,4.065,10000000,430633,5500,5500,25Y+,18100000,840033,N/A,"PUBLIC FINANCE",,N,N,
200000054,PZ00197S,MYBPZ00197S6,BPIMB RM500 Million 7.500% 30.10.2025,Bank Pembangunan Malaysia Berhad,CONVENTIONAL,Amortising Bond,Quasi-Govt,NR(LT),,30-OCT-2000,30-OCT-2025,,ACT365,2,30-APR-2001,30-APR-2020,7.5,30-OCT-2020,7.5,2500,300,500,300,7Y,19500,7200,N/A,"FINANCIAL SERVICES",,N,N,
200100082,DZ012851,MYBDZ0128511,TENAGA IBONDS 0.00000% 13.12.2021,Tenaga Nasional Berhad,ISLAMIC,Fixed Rate Bond,Corporate,AAA IS,MARC,13-DEC-2001,13-DEC-2021,,ACT365,2,13-JUN-2002,15-JUN-2020,7.1,14-DEC-2020,7.1,2000,2000,2000,2000,2Y,16000,7000,BAI BITHAMAN AJIL,"INFRASTRUCTURES AND UTILITIES",25-FEB-2020,N,N,Affirm
200200082,DZ021250,MYBDZ0212505,GDC PUTRA 0.00000% 02.12.2022,Gas District Cooling (Putrajaya) Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AAA IS,MARC,04-DEC-2002,02-DEC-2022,,ACTACT,2,,04-JUN-2020,7.25,04-DEC-2020,7.25,300,50,50,50,3Y,300,50,BAI BITHAMAN AJIL,"INFRASTRUCTURES AND UTILITIES",25-SEP-2019,N,N,Affirm
200500022,GN100060,MYBGN1000601,PROFIT-BASED GII 6/2010 30.11.2020,Government of Malaysia,ISLAMIC,Bond with Secondary Notes,Govt,NR(LT),,30-NOV-2010,30-NOV-2020,,ACTACT,2,,01-JUN-2020,3.998,30-NOV-2020,3.998,1000000,36000,3000,3000,6M,18100000,840033,BAI BITHAMAN AJIL,"PUBLIC FINANCE",,N,N,
200500022,GN110025,MYBGN1100252,PROFIT-BASED GII 3/2011 30.04.2021,Government of Malaysia,ISLAMIC,Bond with Secondary Notes,Govt,NR(LT),,28-APR-2011,30-APR-2021,,ACTACT,2,,30-APR-2020,4.17,02-NOV-2020,4.17,1000000,36000,6000,6000,1Y,18100000,840033,BAI BITHAMAN AJIL,"PUBLIC FINANCE",,N,N,
200500022,GN11025A,MYBGN11025A9,PROFIT-BASED GII 3/2011 30.04.2021,Government of Malaysia,ISLAMIC,Bond with Secondary Notes,Govt,NR(LT),,28-APR-2011,30-APR-2021,,ACTACT,2,,30-APR-2020,4.17,02-NOV-2020,4.17,1000000,36000,6500,6500,1Y,18100000,840033,BAI BITHAMAN AJIL,"PUBLIC FINANCE",,N,N,
200500022,GO120037,MYBGO1200373,PROFIT-BASED GII 4/2012 15.11.2022,Government of Malaysia,ISLAMIC,Bond with Secondary Notes,Govt,NR(LT),,15-MAY-2012,15-NOV-2022,,ACTACT,2,,15-MAY-2020,3.699,16-NOV-2020,3.699,1000000,36000,4500,4500,3Y,18100000,840033,BAI BITHAMAN AJIL,"PUBLIC FINANCE",,N,N,
200500022,GO12037A,MYBGO12037A2,PROFIT-BASED GII 4/2012 15.11.2022,Government of Malaysia,ISLAMIC,Bond with Secondary Notes,Govt,NR(LT),,15-MAY-2012,15-NOV-2022,,ACTACT,2,,15-MAY-2020,3.699,16-NOV-2020,3.699,1000000,36000,4000,4000,3Y,18100000,840033,BAI BITHAMAN AJIL,"PUBLIC FINANCE",,N,N,
200500022,GO130033,MYBGO1300330,PROFIT-BASED GII 2/2013 31.10.2023,Government of Malaysia,ISLAMIC,Bond with Secondary Notes,Govt,NR(LT),,30-APR-2013,31-OCT-2023,,ACTACT,2,,30-APR-2020,3.493,02-NOV-2020,3.493,1000000,36000,4000,4000,5Y,18100000,840033,BAI BITHAMAN AJIL,"PUBLIC FINANCE",,N,N,
200500022,GS12059A,MYBGS12059A2,PROFIT-BASED GII 5/2012 15.06.2027,Government of Malaysia,ISLAMIC,Bond with Secondary Notes,Govt,NR(LT),,08-JUN-2012,15-JUN-2027,,ACTACT,2,,15-JUN-2020,3.899,15-DEC-2020,3.899,1000000,36000,2000,2000,7Y,18100000,840033,BAI BITHAMAN AJIL,"PUBLIC FINANCE",,N,N,
200500022,GS120059,MYBGS1200598,PROFIT-BASED GII 5/2012 15.06.2027,Government of Malaysia,ISLAMIC,Bond with Secondary Notes,Govt,NR(LT),,08-JUN-2012,15-JUN-2027,,ACTACT,2,,15-JUN-2020,3.899,15-DEC-2020,3.899,1000000,36000,3000,3000,7Y,18100000,840033,BAI BITHAMAN AJIL,"PUBLIC FINANCE",,N,N,
200500022,GT130001,MYBGT1300016,PROFIT-BASED GII 1/2013 08.08.2028,Government of Malaysia,ISLAMIC,Bond with Secondary Notes,Govt,NR(LT),,08-FEB-2013,08-AUG-2028,,ACTACT,2,,10-FEB-2020,3.871,10-AUG-2020,3.871,1000000,36000,3000,3000,10Y,18100000,840033,BAI BITHAMAN AJIL,"PUBLIC FINANCE",,N,N,
200500032,VS060699,MYBVS0606992,JEV IMTN 0% 12.11.2020,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,15-MAY-2006,12-NOV-2020,,ACTACT,2,,12-MAY-2020,9.05,12-NOV-2020,9.05,4847,1220,30,30,3M,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VQ070898,MYBVQ0708982,JEV IMTN 0% 12.11.2020,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,12-NOV-2007,12-NOV-2020,,ACTACT,2,,12-MAY-2020,9.4,12-NOV-2020,9.4,4847,1220,60,60,3M,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VR061774,MYBVR0617744,JEV IMTN 0% 12.11.2020,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,13-NOV-2006,12-NOV-2020,,ACTACT,2,,12-MAY-2020,9.2,12-NOV-2020,9.2,4847,1220,50,50,3M,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VQ080767,MYBVQ0807677,JEV IMTN 0% 12.11.2020,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,12-MAY-2008,12-NOV-2020,,ACTACT,2,,12-MAY-2020,9.45,12-NOV-2020,9.45,4847,1220,20,20,3M,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VR070345,MYBVR0703452,JEV IMTN 0% 12.11.2020,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,14-MAY-2007,12-NOV-2020,,ACTACT,2,,12-MAY-2020,9.35,12-NOV-2020,9.35,4847,1220,90,90,3M,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VS061776,MYBVS0617767,JEV IMTN 0% 12.05.2021,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,13-NOV-2006,12-MAY-2021,,ACTACT,2,,12-MAY-2020,9.25,12-NOV-2020,9.25,4847,1220,80,80,1Y,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VQ080768,MYBVQ0807685,JEV IMTN 0% 12.05.2021,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,12-MAY-2008,12-MAY-2021,,ACTACT,2,,12-MAY-2020,9.5,12-NOV-2020,9.5,4847,1220,20,20,1Y,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VR070899,MYBVR0708998,JEV IMTN 0% 12.05.2021,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,12-NOV-2007,12-MAY-2021,,ACTACT,2,,12-MAY-2020,9.4,12-NOV-2020,9.4,4847,1220,60,60,1Y,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VR070346,MYBVR0703460,JEV IMTN 0% 12.05.2021,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,14-MAY-2007,12-MAY-2021,,ACTACT,2,,12-MAY-2020,9.35,12-NOV-2020,9.35,4847,1220,90,90,1Y,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VR080769,MYBVR0807691,JEV IMTN 0% 12.11.2021,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,12-MAY-2008,12-NOV-2021,,ACTACT,2,,12-MAY-2020,9.55,12-NOV-2020,9.55,4847,1220,20,20,2Y,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VR070900,MYBVR0709004,JEV IMTN 0% 12.11.2021,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,12-NOV-2007,12-NOV-2021,,ACTACT,2,,12-MAY-2020,9.45,12-NOV-2020,9.45,4847,1220,60,60,2Y,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VS061777,MYBVS0617775,JEV IMTN 0% 12.11.2021,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,13-NOV-2006,12-NOV-2021,,ACTACT,2,,12-MAY-2020,9.3,12-NOV-2020,9.3,4847,1220,90,90,2Y,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
200500032,VS070347,MYBVS0703476,JEV IMTN 0% 12.11.2021,Jimah Energy Ventures Sdn Berhad,ISLAMIC,Bond with Secondary Notes,Corporate,AA3,RAM,14-MAY-2007,12-NOV-2021,,ACTACT,2,,12-MAY-2020,9.4,12-NOV-2020,9.4,4847,1220,90,90,2Y,4847,1220,ISTISNA,"INFRASTRUCTURES AND UTILITIES",29-NOV-2019,N,N,Reaffirm
